NOM DU MUSEE;ADR;CP;VILLE;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES
Musée Départemental de l'Arles Antique;"Presqu'île du Cirque Romain
B.P. 205";13635;ARLES Cédex;www.arles-antiques.cg13.fr;;Ouvert du mercredi au lundi de 10h à 18h;
Musée de la Légion Etrangère;"Quartier Vienot - DHPLE
B.P. 21355";13784;AUBAGNE Cedex;http://samle.legion-etrangere.com;;Ouvert du 1er octobre au 31 mai, les mercredi, samedi et dimanche de 10h à 12h et de 14h à 18h, du 1er juin au 30 septembre  mardi, mercredi vendredi samedi dimanche de 10h à 12h et de 15h à 19h;
Musée Municipal Méditerranéen de Cassis A.T.P.;Rue Xavier-D'Authier;13260;CASSIS;Site de la ville - www.cassis.fr;;Ouvert d'octobre à mai du mercredi au samedi de 10h à 12h30 et de 14h30 à 17h30 et de juin à septembre du mercredi au samedi de 10h à 12h30 et de 14h à 18h;
Musée Alphonse Daudet;Avenue des Moulins;13390;FONTVIEILLE;Site de la ville - www.fontvieille.provence.com;Janvier;Ouvert de 9h à 18h tous les jours du 1er février au 31 décembre;
Musée Archéologique d'Istres René Beaucaire;4, Place José Coto;13800;ISTRES;www.ouestprovence.fr;1er mai, 1er janvier, 25 décembre;Ouvert du lundi au samedi du 1er avril au 30 septembre de 14h à 18h et du 1er octobre au 31 mars de 14h à 18h;
Musée Ciotaden;1, Quai Ganteaume;13600;LA CIOTAT;www.museeciotaden.org;;Ouvert du mercredi au lundi de septembre à juin de 15h à 18h et en  juillet-août de 16h à 19h, pour les jours fériés se renseigner;
Musée Folklorique du Vieux Lambesc;2, rue du Jas;13410;LAMBESC;www.museelambesc.free.fr;;Ouvert le samedi de 10h à 12h et le dimanche de 15h à 18h;
Musée d'Histoire et d'Archéologie des Baux-de-Provence;Ilot Post Tenebra Lux;13520;LES BAUX DE PROVENCE;;;Ouvert en juillet et tous les mercredis;
Fondation Louis Jou;"Grand-Rue Frédéric Mistral
Le Village";13520;LES-BAUX-DE-PROVENCE;http://fondationlouisjou.pagesperso-orange.fr/LouisJou.html;Fermé de mi-décembre à fin janvier;Ouvert sur rendez-vous téléphonique ou en fonction des horaires affichés du jeudi au dimanche de 11h à 17h30 de fin janvier à mars, d'avril à octobre de 11h à 13h et de 13h30 à 18h, de novembre à mi-décembre de 11h à 17h30;
Musée Frédéric Mistral;11, avenue Lamartine;13910;MAILLANE;www.maillane.fr/tourisme/musee.php;1er janvier, 1er et 8 mai, Ascencion, 15 août, 1er et 11 novembre, 25 décembre;Ouvert du mardi au dimanche d'avril à septembre de 9h30 à 11h30 et de 13h à 18h et d'octobre à mars de 10h à 11h30 et de 13h à 16h30. En hiver visites sur rdv, sauf pendant le W-E et les vacances scolaires;
Musée de la Mode;11 , Rue La Canebière;13001;MARSEILLE;Site de la ville - www.mairie-marseille.fr - http://www.espacemodemediterranee.com/;Jours fériés;Ouvert du mardi au dimanche de 11h à 18h de juin à septembre et de 10h à 17h d'octobre à mai;
Musée des Civilisations de l'Europe et de la Méditerranée;7 Promenade Robert Laffont;13002;MARSEILLE;http://www.mucem.org;;Ouvert du mercredi au lundi de 11h à 18h du 1er novembre au 30 avril, de 11h à 19h du 1er septembre au 31 octobre, du 2 mai au 4 juillet et de 9h à 20h du 5 juillet au 31 août;Vendredi jusqu'à 22h du 2 mai au 31 octobre
Musée Borély;"134, Avenue Clot-Bey
Château Borély";13008;MARSEILLE;www.marseille.fr/siteculture/les-lieux-culturels/musees/musee-borely;1er janvier, 1er mai, 1er novembre, 25 et 26 décembre;Ouvert du mardi au dimanche de 10h à 18h et les lundis de Pâques et de Pentecôte;
Musée des Docks Romains;10, Place Vivaux;13002;MARSEILLE;Site de la ville;1er janvier, 1er mai, 1er novembre et 2­5 décembre;Ouvert du mardi au dimanche de 10h à 18h;
Musée d'Histoire de Marseille;"Centre Bourse
Square Belsunce";13001;MARSEILLE;www.mairie-marseille.fr;1er janvier, 1er mai, 1er novembre, 25 décembre ainsi que le 26 décembre;Ouvert du mardi au dimanche  de 10h à 18h;
Cabinet des Monnaies et Médailles de Marseille;"10, Rue Clovis Hugues
Archives Municipales Palais des Beaux-Arts";13001;MARSEILLE;www.marseille.fr/siteculture/jsp/site/Portal.jsp?page_id=52;;Ouvert du mardi au vendredi de 9h à 12h et de 13h à 17h;
Musée d'Archéologie Méditerranéenne;"Centre de la Charité
2, rue de la Charité";13002;MARSEILLE;Site de la ville;1er janvier, 1ermai, 1ernovembre, 25 décembre;Ouvert du mardi au dimanche  de 10h à 18h;
Musée d'Arts Africains, Océaniens, Amérindiens;"Centre de la Vieille Charité
2, rue de la Charité";13002;MARSEILLE;www.mairie-marseille.fr/vivre/culture/musees.htm;1er janvier, 1er mai, 1er novembre et 2­5 décembre;Ouvert du mardi au dimanche de 10h à 18h;
Musée des Beaux-Arts de Marseille;"Palais Longchamp
Aile gauche";13004;MARSEILLE;www.marseille.fr;1er janvier, 1er mai, 1er novembre, 25 et 26 décembre;Ouvert du mardi au dimanche de 10h à 18h;
Musée de la Faïence;"Château Pastré
157, Avenue de Montredon";13008;MARSEILLE;Site de la ville - musée Borély;Jours fériés;Ouvert du 1er octobre au 31 mai du mardi au dimanche de 10h à 17h et du 1er juin au 30 septembre du mardi au dimanche de 11h à 18h;
Musée d'Art Contemporain - Galeries Contemporaines;69, avenue d'Haïfa;13000;MARSEILLE;www.mairie-marseille.fr/vivre/culture/musees.htm;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du mardi au dimanche de 10h à 18h;
Muséum d'Histoire Naturelle;Palais Longchamp;13004;MARSEILLE;www.museum-marseille.org;1erjanvier, 1er mai, 14 juillet, 15 août, 25 décembre;Ouvert du mardi au dimanche de 10h à 18h;
Musée du Vieux Marseille;2, Rue de la Prison;13002;MARSEILLE;www.mairie-marseille.fr/vivre/culture/musees.htm;;;
Musée Grobet-Labadié;140, Boulevard Longchamp;13001;MARSEILLE;www.marseille.fr;1er janvier, 1er mai, 1er novembre et 2­5 décembre;Ouvert du 1er octobre au 31 mai du mardi au dimanche de 10h à 17h, et du 1er juin au 30 septembre du mardi au dimanche de 11h à 18h;
Musée Cantini;19, Rue Grignan;13006;MARSEILLE;www.mairie-marseille.fr/vivre/culture/musees/cantini.htm;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du mardi au dimanche de 10h à 18h;
Musée Ziem;Boulevard du 14 Juillet;13500;MARTIGUES;www-martigues.fr;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du 1er septembre au 30 juin du mercredi au dimanche de 14h30 à 18h30, en juillet-août du mercredi au lundi de 10h à 12h et de 14h30 à 18h30. Pour les groupes tous les jours sur réservation.;
Musée de l'Uniforme - Musée de la Légion Etrangère;"Domaine ""Capitaine-Danjou
Chemin Pallière";13114;PUYLOUBIER;;;Ouvert tous les jours de 10h à 12h et de 14h à 17h;
Musée Suffren et du Vieux Saint-Cannat;"Espace Suffren
3 Avenue Pasteur";13760;SAINT-CANNAT;http://www.saint-cannat.fr/institutions-culturelles/espace-suffren.html;Jours fériés;Ouvert  les premiers dimanches de chaque mois de 15h à 18h et de mai à septembre du mardi au vendredi de 15h à 18h sur rendez-vous pour les groupes;
Musée Municipal Paul Lafran;Montée des Pénitents;13250;SAINT-CHAMAS;www.paullafran.free.fr (site des Amis du musée);24 et 31 décembre;Ouvert mardi, jeudi et vendredi de 14h à 17h. Samedi après-midi activités culturelles et mercredi après-midi atelier Boutis. Possibilité d'ouverture les autres jours sur rendez-vous;
Musée Estrine;"Hôtel Estrine
8, rue Estrine";13210;SAINT-REMY-DE-PROVENCE;www.ateliermuseal.net;Fermé pour travaux à partir de fin mai 2012  jusqu'en octobre 2013;Ouvert en 2012 de mars à mai de 10h à 12h30 et de 14h à 18h;
Musée des Alpilles;1, Place Favier;13210;SAINT-REMY-DE-PROVENCE;www.musees.mediterannee.org;1er janvier, 1er mai, 25 décembre;Ouvert d'octobre à mai du mardi au samedi  de 13h à 17h30 , de juin à septembredu mardi au dimanche  de 10h à 18h. Ouvert en nocturne tous les mardis de juillet et d'août de 19h à 22h.;Tous les mardis de l'été de 19h à 22h
Musée Baroncelli;Rue Victor-Hugo;13460;SAINTES-MARIES-DE-LA-MER;http://www.saintesmaries.com/fr/accueil/village/le-musee.html;;;
Musée de l'Empéri de Salon et de la Crau;Montée du Puech;13300;SALON-DE-PROVENCE;Site de la ville www.salon-de-provence.org - www.visitsalondeprovence.com/fr;Certains jours fériés;Ouvert du mardi au dimanche du 16 avril au 30 septembre de 9h30 à 12h et de 14h à 18h et du 1er octobre au 15 avril de 13h30 à 18h;
Musée de Salon et de la Crau;"Château de l'Empéri
1, Montée du Puech";13300;SALON-DE-PROVENCE;http://www.visitsalondeprovence.com/fr/quatre_musees.php#guidemusees;;Ouvert du mardi au dimanche du 16 avril au 30 septembre de 9h30 à 12h et de 14h à 18h et du 1er octobre au 15 avril de 13h30 à 18h;
Musée du Vieux Queyras;;5470;AIGUILLES;http://museum.cg05.fr/3939-musee-du-vieux-queyras.htm;;;
Musée Départemental des Hautes-Alpes;6, Avenue Maréchal Foch;5000;GAP;http://museum.cg05.fr ou site du conseil général;1er ajvier, 1er mai, 25 décembre;Ouvert lundi, mercredi au vendredi de 14h à 17h, samedi et dimanche de 14h à 18h du 1er septembre au 30 juin et du 1er juillet au 31 août tous les jours de 10h à 12h et de 14h à 18h y compris les jours fériés;
Musée des tourneurs;Rue Haute;83630;AIGUINES;;;;
Musée des Arts et d’Histoire;103, Rue Carnot;83230;BORMES-LES-MIMOSAS;;;Ouvert du mardi au samedi de 10h à 12h et de 14h30 à 17h30  d'octobre à mai, de 10h à 12h et de 15h30 à 18h30 de juin à septembre, le dimanche de 10h à 12h;
Musée du Pays Brignolais;Place du Palais des Comtes de Provence;83170;BRIGNOLES;www.museebrignolais.com;;Ouverture du mercredi au samedi d'avril à septembre de 9h à 12h et de 14h30 à 18h, dimanche de 9h à 12h et de 15h à 18h et d'octobre à mars de 10h à 12h et de 14h30 à 17h;
Musée de la Société d’Etudes Scientifiques et Achéologiques;21, allées d'Azémar;83300;DRAGUIGNAN;;;;
Musée Municipal de Draguignan;9, Rue de la République;83300;DRAGUIGNAN;Site de la ville - www.ville-draguignan.fr;;Ouvert du mardi au samedi de 9h à 12h et de 14h à 18h;
Musée des A.T.P. de Moyenne Provence;"Communauté d'Agglomération Dracenoise
15, Rue Roumanille";83300;DRAGUIGNAN;www.culture-dracenie.com;1er janvier, 1er mai, 25 décembre;Ouvert du mardi au samedi de 8h à 12h et de 14h à 18h du 1er octobre au 31 mars et du mardi au samedi du 1er avril au 30 septembre de 8h à 12h et de 14h à 18h et le dimanche et jours fériés de 14h à 18h;
Musée de l'Artillerie;"Quartier Bonaparte D. 59
B.P. 400
Avenue de la Grande Armée - D 59";83007;DRAGUIGNAN Cedex;http.//musee.artillerie.asso.fr;Du 15 décembre au 15 janvier;Ouvert du dimanche au mercredi de 9h à 12h et de 13h30 à 17h30, le jeudi pour les groupes sur demande;
Musée Archéologique Municipal;"Salle du Vieux Fréjus
Place Calvini";83600;FREJUS;www.frejus.fr/Musee_Archeologique__155.html;Jours fériés;Ouvert du 15 avril au 14 octobre du mardi au dimanche de 9h30 à 12h30 et de 14h à 18h, du 15 octobre au 14 avril du mardi au dimanche de 9h30 à 12h30 et de 14h à 17h;
Musée des Troupes de Marine;B.P. 94;83608;FREJUS Cedex;www.ville-frejus.fr/hermes/culture/musee.htm;Du 24 décembre au 2 janvier;Ouvert de du mercredi au lundi juin à septembre de 10h à 12h et de 14h à 18h et d'octobre à mai de 14h à 18h le dimanche et lundi, et du mercredi au vendredi;
Musée et site d'Olbia;3204 Route de l'Almanarre;83400;HYERES Cedex;Site de la ville : http://www.ville-hyeres.fr/;1er mai;Ouverture sur réservation de novembre à mars. D'avril à juin et septembre-octobre ouvert le lundi et du mercredi au samedi de 9h30 à 12h et de 14h à 17h30 et en juillet août de 9h30 à 12h et de 15h30 à 19h;
Musée Jean Aicard;"Villa les Lauriers Roses
705, Avenue du 8 Mai 1945";83130;LE POUVEREL LA GARDE;Site de la ville de Toulon;1er janver, lundi de Pâques, 1er & 8 mai, Ascension, lundi de Pentecôte, 14 juillet, Assomption, 1er & 11 novembre et du 24 au 31 décembre;Ouvert du mardi au samedi de 12h à 18h;
Musée Archéologique;Parvis de la Vieille Eglise;83700;SAINT-RAPHAËL;www.musee-saintraphael.com;Jours fériés;Ouvert du mardi au samedi de 9h à 12h et de 14h à 18h;le jeudi en juillet-août jusqu'à 21 h
Musée de l'Annonciade;"Quai Saint-Raphaël
Place Georges Grammont";83990;SAINT-TROPEZ;www.saint-tropez.tv/html/annonciade.html;Novembre,  1er janvier, 1er et 17 mai, Ascension, Noël;Ouvert de décembre à juin du mercredi au lundi de 10h à 12h et de 14h à 18h, de juillet à septembre tous les jours de 10h à 12h et de 14h à 18h, en octobre du mecredi au lundi de 10h à 12h et de 14h à 18h;
Musée du Vêtement Provençal (Jean Aicard);Rue Jules Ferry;83210;SOLLIES-VILLE;www.solliesville.fr;Pâques, 1er novembre, Noël et jour de l'An;Ouvert du mardi au samedi de 10h à 12h et de 14h à 17h30,  visite à 10h, 14h et 16h;
Musée National de la Marine de Toulon;"Place Monsenergue
Quai de Norfolk";83000;TOULON;www.musee-marine.fr/toulon;Janvier, 1er mai, 25 décembre;Ouvert du mercredi au lundi de 10h à 18h de septembre à juin et tous les jours en juillet-août;
Musée d'Art;113, Boulevard du Maréchal Leclerc;83000;TOULON;Site de la ville;;Ouvert du mardi au dimanche de 12h à 18h;
Muséum d'Histoire Naturelle de Toulon et du Var;737 Chemin du Jonquet;83200;TOULON;www.museum-toulon.org;Jours fériés;Ouvert du mardi au dimanche de 9h à 17h en hiver et de 9h à 18h en été;
Musée Municipal d'Archéologie;14, Place du Postel;84400;APT;Site OT de la ville;Vacances de Noël et Janvier;Ouvert du 1er octobre au 31 mai  du mardi au samedi de 10h à 12h et de 14h à 17h30, du 1er juin au 30 septembre le lundi et du mercredi au samedi de 10h à 12h et de 15h à 18h30, le dimanche de 15h à 19h;
Musée du Petit Palais;Place du Palais des Papes;84000;AVIGNON;www.petit-palais.org;1er janvier, 1er mai, 25 décembre;Ouvert du mercredi au lundi de 10h à 13h et de 14h à 18h;
Musée Calvet (et musée Lapidaire);65, Rue Joseph Vernet;84000;AVIGNON;www.musee-calvet.org & www.musee-lapidaire.org;1er janvier, 1er mai, 25 décembre;Ouverture du musée Calvet de 10h à 13h et de 14h à 18h du mercredi au lundi et du musée Lapidaire du mardi au dimanche de 10h à 13h et de 14h à 18h;
Muséum d'Histoire Naturelle Esprit Requien;67, Rue Joseph Vernet;84000;AVIGNON;www.museum-avignon.org;1er janvier, 1er mai, 25 décembre;Ouvert du mardi au samedi du 1er octobre au 31 mai de 10h à 13h et de 14h à 18h, du 1er juin au 30 septembre de 10h à 18h. Ouverture exclusive le lundi pour les scolaires;
Musée Comtadin-Duplessis;"Bibliothèque-musée Inguimbertine
234, Boulevard Albin-Durand";84200;CARPENTRAS;Site de la ville;1er octobre au 30 mars + jours fériés;Ouvert du 1er avril au 30 septembre du mercredi au lundi de 10h à 12h et de 14h à 18h;Nuit des musées
Musée Sobirats;112, Rue du Collège;84200;CARPENTRAS;Site de la ville;Du 1er octobre au 30 mars et jours fériés;Ouvert du 1er avril au 30 septembre du mercredi au lundi de 10h à 12h et de 14h à 18h;
Musée Lapidaire et Archéologie;Rue des Saintes Maries;84200;CARPENTRAS;;;;
Musée Jouve;52, Place Castil-Blaze;84300;CAVAILLON;www.cavaillon.org;;;
Musée de l'Hôtel Dieu;Porte d'Avignon;84300;CAVAILLON;www.cavaillon.org;Fermé de novembre au 2 mai;Ouvert du 2 mai au 30 septembre de 14h à 18h, et sur rendez-vous en hiver;
Synagogue Musée Juif Comtadin;Rue Hébraïque;84300;CAVAILLON;www.cavaillon.org;;Ouvert du 2 mai au 30 septembre de 9h30 à 12h30 et de 14h à 18h - En octobre de 10h à 12h et de 14h à 17h - Du 1er novembre au 30 avril de 10h à 12h  et de 14h à 17h.  La synagogue est ouverte en période d’hiver de 9h à 12h et de 14h à 17h (sauf mardi et;
Musée Marc Deydier;Rue de l'Eglise;84160;CUCURON;http://www.cucuron-luberon.com/musee-marc-deydier/;;Ouvert tous les jours de 10h30 à 12h et de 14h  à 18h;
Musée-Bibliothèque François Pétrarque;Rive gauche de la Sorgue;84800;FONTAINE-DE-VAUCLUSE;www.vaucluse.fr/pages/page/num/519/lan/1;1er mai, 25 décembre;Ouvert d'avril à mai de 10h à 12h et de 14h à 18h, de juin à septembre de 10h à 12h30 et de 13h30 à 18h, 1ère quinzaine d'octobre de 10h à 12h et de 14h à 18h, 2ème quinzaine d'octobre à la fin des vacances de Toussaint de 10h à 12h et de 14h à 17h;
Musée Jean Garcin 39-45 : L'appel de la Liberté;Chemin du Gouffre;84800;FONTAINE-DE-VAUCLUSE;www.vaucluse.fr;1er mai, 25 décembre;Ouvert du mercredi au lundi du 1er avril au 31 mai de 10h à 12h et de 14h à 18h, du 1er juin au 30 septembre de 10h à 18h, du 1er au 15 octobre de 10h à 12h et de 14h à 18h, du 16 au 31 octobre et durant les vacances de la Toussaint de 10h à 12h et de 14h;
Musée Philippe de Girard;Hötel de ville;84160;LOUMARIN - CADENET;;;;
Musée Municipal Camille Pautet;27, Rue St-Nazaire;84380;MAZAN;Sie de la ville : http://www.mazan.fr;Décembre à janvier;Ouvert d'avril au 18 mai deux après-midi par semaine et du 18 mai au 31 octobre du mercredi au lundi 2h le matin et 3h l'après-midi;
Musée Municipal;"Société Culture Espace
Rue Madeleine Roch";84100;ORANGE;www.theatre-antique.com;;Ouvert en janvier, février, novembre, décembre de 9h30 et 16h30, mars, octobre de 9h30 à 17h30, avril, mai, septembre de 9h à 18h, de juin à août de 9h à 19h;
Musée Municipal;Hôtel de Ville;84390;SAULT;Site de la ville - www.mairie-sault-84.fr;;Ouvert en juillet à août du lundi au samedi de 15h à 18h;
Musée Archéologique Théo Desplans;"Hôtel de Ville
Cours Taulignan";84110;VAISON-LA-ROMAINE;Site de la ville - www.vaison-la-romaine.com;Entre les vacances de Noël et de février;Ouvert de novembre à février de 10h à 12h et de 14h à 17h, de mars à octobre de 10h à 12h30 et de 14h à 17h30, d'avril et mai de 9h30 à 18h, de juin à septembre de 9h30 à 18h30;
Musée du Cartonnage et de l'Imprimerie;3, Avenue du Maréchal Foch;84600;VALREAS;www.vaucluse.fr/pages/page/num/1037/lan/1;Jours fériés (sauf 14 juillet et 15 août);Ouvert lundi, mercredi au dimanche après-midi d'avril à octobre de 10h à 12h et de 15h à 18h, de novembre à mars de 10h à 12h et de 14h à 17h;
Muséum Agricole et Industriel Stella Matutina;6,Allée des Flamboyants;97424;PITON-SAINT-LEU;www.museesreunion.re;1er janvier, 1er mai, 1er novembre et du 20 au  25 décembre;Durant les travaux un espace aménagé de 300 m² est ouvert au public de9h à 18h pour les expositions temporaires;
Musée Départemental de la Réunion - Musée Léon Dierx;28, rue de Paris;97400;SAINT-DENIS;www.cg974.fr;;Ouvert du mardi au dimanche 9h30 à 17h30;
Muséum d'Histoire Naturelle;1, rue Poivre;97400;SAINT-DENIS DE LA REUNION;http//www.cg974.fr/museum;1er mai;Ouvert du mardi au dimanche et jours fériés de 9h30 à 17h30;
Musée Historique de Villèle;"Domaine Panon-Desbassayns-Villèle
B.P. N° 2";97435;SAINT-GILLES-LES-HAUTS;Site internet du Conseil général - http//www.cg974.fr;1er mai, 1er janvier, 25 décembre;Ouvert du mardi au dimanche et les jours fériés de 9h30 à 12h30 et de 13h30 à 17h30;
